comment,cleaned_text,confidence
පුස්පේ හෙන අසහනෙන් ඉන්නේ. නැවේ වේලිලා මම හිතන්නේ  #DecemberMeetup,පුස්පේ හෙන අසහනෙන් ඉන්නේ. නැවේ වේලිලා මම හිතන්නේ දෙචෙම්බෙර්මීටුප්,0.8369
පොඩ්ඩක් කට අඩු උන නං පොඩ්ඩක් පුක වැඩි උන නං මගෙ නෝනගෙ වටිනාකම කියල වැඩක් නෑ කියල නිම කරංන බෑ...!,පොඩ්ඩක් කට අඩු උන නං පොඩ්ඩක් පුක වැඩි උන නං මගෙ නෝනගෙ වටිනාකම කියල වැඩක් නෑ කියල නිම කරංන බෑ...!,0.8369
මේ හොඳ වැන් ගොන් වස්සෙක් නැද්ද car ඵකට බදින්න... පුස්ස කරපු ඵකෙක් නම් වඩා හොඳයි.... බර අදින්න ගන්නෙ ඵවගේ අයනෙ.... URL,මේ හොඳ වැන් ගොන් වස්සෙක් නැද්ද car ඵකට බදින්න... පුස්ස කරපු ඵකෙක් නම් වඩා හොඳයි.... බර අදින්න ගන්නෙ ඵවගේ අයනෙ.... උර්ල්,0.8369
@USER  @USER ඉන්න තැනම හිටගෙන.... තෝ අත්තන ඇට කලාද ඉන්නෙ වැද්දා....,ඉන්න තැනම හිටගෙන.... තෝ අත්තන ඇට කලාද ඉන්නෙ වැද්දා....,0.8364
@USER ඒවගේ හැසිරෙද්දි ඉතින් ඔහොම තමා කතා කරලා ඉල්ලගෙන නයි රෙද්ද අස්සෙ දාගන්නවා කියන්නෙ ඕවට තමා,ඒවගේ හැසිරෙද්දි ඉතින් ඔහොම තමා කතා කරලා ඉල්ලගෙන නයි රෙද්ද අස්සෙ දාගන්නවා කියන්නෙ ඕවට තමා,0.8364
ටෛකෙයි රසික... අනිද්දා තෝ එව්වෙ නැත්තම් මට Cheesequeen @USER  · 24 Mar 2021 @USER thnkuu  Didn’t expect this much of surprise hodee  thank uu again u made my dayy!,ටෛකෙයි රසික... අනිද්දා තෝ එව්වෙ නැත්තම් මට චෙඑසෙකුඑඑන් · 24 Mar 2021 ථ්න්කූ Didn’t expect this much ඔෆ් surprise හොදී thank ඌ again උ made මය් දය්ය්,0.8364
කන්න ඕන වුණාම කබරයා තලගොයා කරගන්න කාලකන්නි දේසපාලු හැත්ත. ඔය පාර්ලිමේන්තුවෙ ඉන්න එවුන් තමයි අවජාතක. අ.පේ. ගල්පාත @USER  · 31 Jan 2017 ඒකාබද්ධ විපක්සේ #SAITM එකට විරුද්ධයි කියන්නේ..  කෙල්ල බඩ කරලා ළමයා අවජාතකයි කියලා කියන්නෙත් ඔය වගේ උන් තමයි,කන්න ඕන වුණාම කබරයා තලගොයා කරගන්න කාලකන්නි දේසපාලු හැත්ත. ඔය පාර්ලිමේන්තුවෙ ඉන්න එවුන් තමයි අවජාතක. අ.පේ. ගල්පාත · 31 ජන 2017 ඒකාබද්ධ විපක්සේ සිතම් එකට විරුද්ධයි කියන්නේ.. කෙල්ල බඩ කරලා ළමයා අවජාතකයි කියලා කියන්නෙත් ඔය වගේ උන් තමයි,0.8364
තාත්තට කියන්න ඕනි ගෙදරට hot water සෙට් කරන්න කියලා..   ඇයි යකෝ මේ සීතලට කොයි වෙලේ හරි නාන්න ගිහින් ගල් වෙලයි මැරෙන්නේ    Anyways.. Have a blessed day    #GoodMorning,තාත්තට කියන්න ඕනි ගෙදරට hot water සෙට් කරන්න කියලා.. ඇයි යකෝ මේ සීතලට කොයි වෙලේ හරි නාන්න ගිහින් ගල් වෙලයි මැරෙන්නේ Anyways.. Have අ blessed day ගූද්මොර්නින්ග්,0.8364
යකෝ මුන් සින්දු කියනවට වැඩිය සිල්ලර බඩු විකුනනවනෙ #bnsliveinconcert #derana,යකෝ මුන් සින්දු කියනවට වැඩිය සිල්ලර බඩු විකුනනවනෙ බ්න්ස්ලිවෙඉන්කොන්කෙර්ත දෙරණ,0.8364
"ඉහි ඉහි දින්නට වැඩක් නෑ අම්නේ ගීතා, රෝහිත ඇතුලෙ. ඉහි ඉහි අම්නේ හදුන්නෙත්ති  එවන්න. මෝඩ මිනිස්සු ඉහි ඉහි. ඕක කරම්න බෑ වැඩි කලක් ඉම්හි ඉහි.","ඉහි ඉහි දින්නට වැඩක් නෑ අම්නේ ගීතා, රෝහිත ඇතුලෙ. ඉහි ඉහි අම්නේ හදුන්නෙත්ති එවන්න. මෝඩ මිනිස්සු ඉහි ඉහි. ඕක කරම්න බෑ වැඩි කලක් ඉම්හි ඉහි.",0.8364
"ඌ මැච් පැරදුනාම තමා එන්නේ පුක කැඩිච්ච කඩියා වගේ කියවගෙන Dravid , Rahul Chahar අතේ Deepak ට ලස්සනට මැසේජ් එක ඩිලිවර් කරා අපේ එකා උඩ පයිනවා මූණ ඇඹුල් කරගන්නවා drama කෝටියයි ඌගේ GC @USER  · 20 Jul 2021 කෝච්ට කවුරුත් බනින්න එපා ඌ වැරදි නෑ....","ඌ මැච් පැරදුනාම තමා එන්නේ පුක කැඩිච්ච කඩියා වගේ කියවගෙන ඩ්‍රාවිඩ් , රාහුල Chahar අතේ දීපක් ට ලස්සනට මැසේජ් එක ඩිලිවර් කරා අපේ එකා උඩ පයිනවා මූණ ඇඹුල් කරගන්නවා drama කෝටියයි ඌගේ ග්ක · 20 ජුල 2021 කෝච්ට කවුරුත් බනින්න එපා ඌ වැරදි නෑ....",0.8364
"@USER ,  @USER  @USER උඹ හිටු මම ඒක ගෙම්බි ඒක්ක විසද ගන්නකම්",", උඹ හිටු මම ඒක ගෙම්බි ඒක්ක විසද ගන්නකම්",0.8364
මසුන් ඇල්ලීමට ගිය පුද්ගලයෙක් කිඹුල් කටට බිළි වෙයි URL #LK #liveat8,මසුන් ඇල්ලීමට ගිය පුද්ගලයෙක් කිඹුල් කටට බිළි වෙයි උර්ල් ලක් #liveat8,0.8364
@USER #srilanka #EasterAttackSL #extremism #muslim  නානා මාමලා අපිට ප්ලාස්ටික් බෙසම් බාල්දි දීලා අපේ යකඩ තඹ කෑලී අරන් ගිහින් කොරපු වැඩේ...,ශ්‍රීලංකා එඅස්තෙරත්තක්ක්ස්ල #extremism මුස්ලිම් නානා මාමලා අපිට ප්ලාස්ටික් බෙසම් බාල්දි දීලා අපේ යකඩ තඹ කෑලී අරන් ගිහින් කොරපු වැඩේ...,0.8364
@USER පල්ලෙහා එක කපලා දාලා ඉතුරු ටික..කැල්ලෙන් කැල්ල කපලා මරන්න ඔන..අර පුංචි එකාගේ දුෂණය කරන්න මොනාද තියෙන්නේ..කාලකණ්ණි හරි ජාතකයක් නැති,පල්ලෙහා එක කපලා දාලා ඉතුරු ටික..කැල්ලෙන් කැල්ල කපලා මරන්න ඔන..අර පුංචි එකාගේ දුෂණය කරන්න මොනාද තියෙන්නේ..කාලකණ්ණි හරි ජාතකයක් නැති,0.8364
මුනගේ අම්මලට හු$&$&&..... වේස පැටවු....රැට රැ වෙලා ගෙවල් ඉස්සරහට ඇවිත් රතිඤ්ඤා පත්තු කරනවා....  මේ වේස පැටවු හින්දා පූසො බල්ලෝ ඇදන් යට බයේ ගැහෙනවා දැන්.. .,මුනගේ අම්මලට හු$&$&&..... වේස පැටවු....රැට රැ වෙලා ගෙවල් ඉස්සරහට ඇවිත් රතිඤ්ඤා පත්තු කරනවා.... මේ වේස පැටවු හින්දා පූසො බල්ලෝ ඇදන් යට බයේ ගැහෙනවා දැන්.. .,0.8364
ලෝඩ් උනු කෝච්චිය ඇවිල්ල බහින්න දොරගාවට කිට්ටු උනා..ගෑල්ලමෙක් තඩි පුකයි බඩයි හරස්කරාන දොරගාව. බැහැල ඉඩදෙන්නෙත් නෑ..  ඔන්නෝ වෙලාවට තමයි පුණ්‍යකර්මය ක් වසයෙන් හරි පුක තදින් මිරිකගෙනම බහින්න හිතෙන්නේ  ..,ලෝඩ් උනු කෝච්චිය ඇවිල්ල බහින්න දොරගාවට කිට්ටු උනා..ගෑල්ලමෙක් තඩි පුකයි බඩයි හරස්කරාන දොරගාව. බැහැල ඉඩදෙන්නෙත් නෑ.. ඔන්නෝ වෙලාවට තමයි පුණ්‍යකර්මය ක් වසයෙන් හරි පුක තදින් මිරිකගෙනම බහින්න හිතෙන්නේ ..,0.8359
මං : ඈහ් අම්මේ..අර බල්ලා බුරන්නෙ ඇයි කියල දන්නවද ?  Amma : ඇයි ඌට දාපු බත් ටික උඹ ගිහින් කෑවද?  අනේ ඔන්න ඉතින් Quarantine වෙච්ච අපිට ගිය කලක්...  #QuarantineDiaries #මේවා_සිරා_සිද්ධි,මං : ඈහ් අම්මේ..අර බල්ලා බුරන්නෙ ඇයි කියල දන්නවද ? Amma : ඇයි ඌට දාපු බත් ටික උඹ ගිහින් කෑවද? අනේ ඔන්න ඉතින් Quarantine වෙච්ච අපිට ගිය කලක්... කුඅරංතිනෙදිඅරිඑස් #මේවා_සිරා_සිද්ධි,0.8359
උණ පුරුක දාලාත් බලු වලිග ඇද අරින්න බෑ කිව්ව වගේ තමා අපේ පූසත් ගේ ඇතුලේ රෙන එක අරින්න බෑ ලොවෙත්,උණ පුරුක දාලාත් බලු වලිග ඇද අරින්න බෑ කිව්ව වගේ තමා අපේ පූසත් ගේ ඇතුලේ රෙන එක අරින්න බෑ ලොවෙත්,0.8359
@USER  @USER    පට්ට වේසි අම්මට හුකාපන්,පට්ට වේසි අම්මට හුකාපන්,0.8359
යකෝ කැලෑ කපන්ඩ කඩු ඕනේ නෑ. චේන්සෝ තියෙනවා. උන්ගෙ මහඑකා විල්පත්තුව කැපුවෙ කඩුවෙන්ද? අනික slave island වල මාර කැලෑවක්නේ තියෙන්නේ. කඩු තියාගත්තට දඩේ රු. 50/- යි. අඹ කැඩුවොත් 5000 යි. උගේ අප්පගේ නීති මේවා. මුස්ලිම් උන් මොකක් හරි කියන්න ගද්දි පොයින්ට් එකක් කරගන්නෙ (6),යකෝ කැලෑ කපන්ඩ කඩු ඕනේ නෑ. චේන්සෝ තියෙනවා. උන්ගෙ මහඑකා විල්පත්තුව කැපුවෙ කඩුවෙන්ද? අනික slave island වල මාර කැලෑවක්නේ තියෙන්නේ. කඩු තියාගත්තට දඩේ රු. 50/- යි. අඹ කැඩුවොත් 5000 යි. උගේ අප්පගේ නීති මේවා. මුස්ලිම් උන් මොකක් හරි කියන්න ගද්දි පොයින්ට් එකක් කරගන්නෙ (6),0.8359
"උබ ගොන් බඩු කර ගැහුවාට කමක් නෑ ගොන් පකීදෝ..  ඒත් අම්මා තාත්තා තියාගනින් ඔලුව උඩ..  අන්තිමට උඹේ ඩිවෝස් නඩුවට හරි ඉන්නෙ අම්මා, තාත්තා විතරයි","උබ ගොන් බඩු කර ගැහුවාට කමක් නෑ ගොන් පකීදෝ.. ඒත් අම්මා තාත්තා තියාගනින් ඔලුව උඩ.. අන්තිමට උඹේ ඩිවෝස් නඩුවට හරි ඉන්නෙ අම්මා, තාත්තා විතරයි",0.8359
"කෙල්ලෙක් කොල්ලෙක් එක්ක ගිහින් සෙස් ටේප් එකක් එලියට ආවොත් උඹලා හිතන්නේ ඒ කෙල්ල බඩුව කියලා. ඉතින් පටන් ගන්නවා SM වල එවුන් කී බෝඩ් එකෙන් අර කෙල්ලගේ රෙදි ගලවන්න. ඒකී එතනට යන්නේ ඒකිට තියන ඇම්මට වඩා අරූට තියන ආදරේට වෙන්න පුලුවන්. ආදරේට ඇඳට එන එකී බඩුව, අරූ පොර.. පකේ ලොජික් iසේ ඕවා..","කෙල්ලෙක් කොල්ලෙක් එක්ක ගිහින් සෙස් ටේප් එකක් එලියට ආවොත් උඹලා හිතන්නේ ඒ කෙල්ල බඩුව කියලා. ඉතින් පටන් ගන්නවා සම් වල එවුන් කී බෝඩ් එකෙන් අර කෙල්ලගේ රෙදි ගලවන්න. ඒකී එතනට යන්නේ ඒකිට තියන ඇම්මට වඩා අරූට තියන ආදරේට වෙන්න පුලුවන්. ආදරේට ඇඳට එන එකී බඩුව, අරූ පොර.. පකේ ලොජික් iසේ ඕවා..",0.8359
"@USER ඒවං මේ සුතං ගෝඨාභයන් සමයං කොලොඹ පුරවරන් ජනාධිපති මන්දිරේ විහරති තත්‍ර ඛෝ ඥානසාර භික්ඛු ආමන්තේසි..  අහංච ඛෝ භික්ඛවේ ඒවං වදාමි...  ""තොපිලගේ බණ කියනවනම් ඒක කරපන්, එක කරගෙන කාල හිටපියව්, තොපි කැලයට වෙලා භාවනා කරගෙන පලයව්, නැතිනම් ගහනවා තොපිව පොළවේ, පරබල්ලා!""  සාධූ! සාධූ! සාධූ!","ඒවං මේ සුතං ගෝඨාභයන් සමයං කොලොඹ පුරවරන් ජනාධිපති මන්දිරේ විහරති තත්‍ර ඛෝ ඥානසාර භික්ඛු ආමන්තේසි.. අහංච ඛෝ භික්ඛවේ ඒවං වදාමි... ""තොපිලගේ බණ කියනවනම් ඒක කරපන්, එක කරගෙන කාල හිටපියව්, තොපි කැලයට වෙලා භාවනා කරගෙන පලයව්, නැතිනම් ගහනවා තොපිව පොළවේ, පරබල්ලා!"" සාධූ! සාධූ! සාධූ!",0.8359
ඔවා හැදුනොත්.....පිස්සු හැදෙයි Z E E D @USER  · 29 Dec 2016 උබලා හිතන්නේ මං 2017 දි හැදෙයි කියලද ?,ඔවා හැදුනොත්.....පිස්සු හැදෙයි ළ් ඒ ඒ ද · 29 දෙක් 2016 උබලා හිතන්නේ මං 2017 දි හැදෙයි කියලද ?,0.8359
පුක නැත්තං වනන්න එපා කෙල්ලේ තුනටිය පනී,පුක නැත්තං වනන්න එපා කෙල්ලේ තුනටිය පනී,0.8359
@USER ⁣හමිබෙලා ආවෙි..තෝ බෙහෙත් එක විදලා නේද ඉන්නේ ඇහුවා,⁣හමිබෙලා ආවෙි..තෝ බෙහෙත් එක විදලා නේද ඉන්නේ ඇහුවා,0.8359
"ජාති භේදය, ආහම් බේදය, මදි තැන කුල මල භේදයත් , ඇඳුමත් අරගෙන ලෝකේටම හැමිනෙන්න හදන තොපි ඔහෙන්ම නැවිල පුක හපා ගනින්නල.","ජාති භේදය, ආහම් බේදය, මදි තැන කුල මල භේදයත් , ඇඳුමත් අරගෙන ලෝකේටම හැමිනෙන්න හදන තොපි ඔහෙන්ම නැවිල පුක හපා ගනින්නල.",0.8359
කවදාවත් ළමයෙකුටවත් යාලුවෙකුටවත් කැම්පස්වල #ජේවීපී හෝ #පෙරටුගාමී වගේ කැම්පේන් කරන්න යන්න දෙන්න එපා. එයාල ගැන අවධානයෙන් ඉන්න. එහෙම වුණොත් එ් කෙනා මොන තරාතිරමක වුණත් ගලවගන්න නම් බැරිම තරම්. එ් තරම් මෝඩ මිනිස්සු...  #lka #Srilanka,කවදාවත් ළමයෙකුටවත් යාලුවෙකුටවත් කැම්පස්වල #ජේවීපී හෝ #පෙරටුගාමී වගේ කැම්පේන් කරන්න යන්න දෙන්න එපා. එයාල ගැන අවධානයෙන් ඉන්න. එහෙම වුණොත් එ් කෙනා මොන තරාතිරමක වුණත් ගලවගන්න නම් බැරිම තරම්. එ් තරම් මෝඩ මිනිස්සු... ලක ශ්‍රීලංකා,0.8357
@USER පුවක් කොලේ නං වාඩි වෙලා හරියන්නෑ. කොලපතක්වත් තිබ්බනං ගොඩදාගන්න තිබුන. ඒත් ඉතිං ඔය තඩි පුකට සෑහෙන්න කොලපතක් හොයාගන්න පුලුවන්නං බෝපෙට පුලුවං ඒකෙතියං ඔයාව අදින එක පැත්තක තියල ඒක අටපට්ටමට පෙන්නන්න.,පුවක් කොලේ නං වාඩි වෙලා හරියන්නෑ. කොලපතක්වත් තිබ්බනං ගොඩදාගන්න තිබුන. ඒත් ඉතිං ඔය තඩි පුකට සෑහෙන්න කොලපතක් හොයාගන්න පුලුවන්නං බෝපෙට පුලුවං ඒකෙතියං ඔයාව අදින එක පැත්තක තියල ඒක අටපට්ටමට පෙන්නන්න.,0.8354
"@USER  @USER කුලුණේ ණය ගෙවන ගොන් රැළ බයියන්ය බැංකුව නොඅල්ලන ස""තැරි පොයියෙක්ය ගවුමක් ඇන්ද උඹ මොන ගෙරි හිවලෙක්ද වීරරත්න නම පෝලිම් ඵලයක්ද....","කුලුණේ ණය ගෙවන ගොන් රැළ බයියන්ය බැංකුව නොඅල්ලන ස""තැරි පොයියෙක්ය ගවුමක් ඇන්ද උඹ මොන ගෙරි හිවලෙක්ද වීරරත්න නම පෝලිම් ඵලයක්ද....",0.8354
@USER ඔයි මෙ හුත්ත යො ආතල් දෙම්න එපා අයින් කරහම් බං කැරි වැඩ ඔව්වා හොදේ හුත්ත මෙ අයිම් කරහම් බංම් හුත්ත clzuth කට් කරලා ඉම්නෙ,ඔයි මෙ හුත්ත යො ආතල් දෙම්න එපා අයින් කරහම් බං කැරි වැඩ ඔව්වා හොදේ හුත්ත මෙ අයිම් කරහම් බංම් හුත්ත ක්ල්ළුථ් කට් කරලා ඉම්නෙ,0.8354
"@USER උඹ එනකල් ඉන්නෙ ඇටයා, උඹත් එක්කම අල්ලා ගන්ට","උඹ එනකල් ඉන්නෙ ඇටයා, උඹත් එක්කම අල්ලා ගන්ට",0.8354
"දත් විකාගෙන, බුරිය හපාගෙන , පුක ඉරාගෙන කීය ගැහුවත්, අරුන් ගානක් නැතුව ගහලා යනවා අපූරුවට   #SLvIND #TweepsMatchOut","දත් විකාගෙන, බුරිය හපාගෙන , පුක ඉරාගෙන කීය ගැහුවත්, අරුන් ගානක් නැතුව ගහලා යනවා අපූරුවට ස්ල්වින්ඩ් ත්වෙඑප්ස්මත්චෞත්",0.8354
පැණි කොමඩු හුත්ත සුදු මාමේ දුව දෙනවද @USER  · 7 Nov 2018 ‌පොල්පලා හුත්ත twitter.com/Rathgamaya/sta…,පැණි කොමඩු හුත්ත සුදු මාමේ දුව දෙනවද · 7 නොව 2018 ‌පොල්පලා හුත්ත ට්විට්ටේර්චොම්රත්ගමයස්ට,0.8354
@USER ඕං ගිරිමන්තු නමෝ රාමං ඔඩ්ඩි වාවා නමෝ නමහ් සාප වාවං කුම්ඹ කරණං සාප බංගං මැක්කං හරං  ඒස් වාහං තුං,ඕං ගිරිමන්තු නමෝ රාමං ඔඩ්ඩි වාවා නමෝ නමහ් සාප වාවං කුම්ඹ කරණං සාප බංගං මැක්කං හරං ඒස් වාහං තුං,0.8354
හෙන හතම වැදිය අහවල් එක කුණු වෙලාම පල YouTube: URL via,හෙන හතම වැදිය අහවල් එක කුණු වෙලාම පල යෝඋටුබේ උර්ල් via,0.8354
වැස්සට තෙමෙන්නෙනෑනෙ මගෙ කිඹුල් හම අල්ලන්නෙ උඹව බෙල්ලෙන් මම අද වන වන හැමදාම උඹෙ ඔය ලොකු තන රෙදි අපුල්ලනව නේද උඹ ගල ලග බලන් උන්න මම කාලයක් හෙව්ව මම වාරයක් අද කෑවොත් මම උඹ ඉන්න පුළුවන් කාලයක් මම උඹෙන් කපල බාගයක් හැංගුව යට පාලමක් මේ කොරෝණාව ශාපයක් නෑ කන්ඩ අපිට ප්‍රාණයක්,වැස්සට තෙමෙන්නෙනෑනෙ මගෙ කිඹුල් හම අල්ලන්නෙ උඹව බෙල්ලෙන් මම අද වන වන හැමදාම උඹෙ ඔය ලොකු තන රෙදි අපුල්ලනව නේද උඹ ගල ලග බලන් උන්න මම කාලයක් හෙව්ව මම වාරයක් අද කෑවොත් මම උඹ ඉන්න පුළුවන් කාලයක් මම උඹෙන් කපල බාගයක් හැංගුව යට පාලමක් මේ කොරෝණාව ශාපයක් නෑ කන්ඩ අපිට ප්‍රාණයක්,0.8354
සිහින නෙලුම් මල් පොකුරු පුරා... ගෙනත් තොගෙ කටේ ඔබනව හුස්ම හිරවෙලා  මැරෙන්න..  රෙද්ද...,සිහින නෙලුම් මල් පොකුරු පුරා... ගෙනත් තොගෙ කටේ ඔබනව හුස්ම හිරවෙලා මැරෙන්න.. රෙද්ද...,0.8354
"පිරිමි කඩන ගෑනු රකින සම්ප්‍රදාය අතික්‍රමණයටද, නිසිතැන නොරැකගෙන සමතැනට තරඟ කරන ""වේසිය බඩුව"" යන වචන දෙකට එරහිව සටන්... URL","පිරිමි කඩන ගෑනු රකින සම්ප්‍රදාය අතික්‍රමණයටද, නිසිතැන නොරැකගෙන සමතැනට තරඟ කරන ""වේසිය බඩුව"" යන වචන දෙකට එරහිව සටන්... උර්ල්",0.8354
තමන් ඡන්දෙ දෙන පක්ෂෙ මන්ත්‍රී/ඇමති කෙනෙක් පුක පෙන්නල ඕක පුක නෙවෙයි කට කිව්වොත් ඒකත් පිලිගන්න පාක්ෂිකයො ඉන්න රටක් මේක -_-,තමන් ඡන්දෙ දෙන පක්ෂෙ මන්ත්‍රී/ඇමති කෙනෙක් පුක පෙන්නල ඕක පුක නෙවෙයි කට කිව්වොත් ඒකත් පිලිගන්න පාක්ෂිකයො ඉන්න රටක් මේක -_-,0.8354
එහා ගෙදර බල්ලා වැට පැනලා තමන්ගෙ වත්තට ආවම දෑත බදලා ගල්ගෙඩියෙන් කෙලින උන් pray for ausi ගානවා   හුත්තෝ බල්ලා වගේද එහෙ සත්තු කීයක්ද රැඩිකල් පොන්නයෙක් වෙන්න එපා   හා!!බල්ලාත් ඔසී උනා නන් pray කරයී,එහා ගෙදර බල්ලා වැට පැනලා තමන්ගෙ වත්තට ආවම දෑත බදලා ගල්ගෙඩියෙන් කෙලින උන් pray for ඖසි ගානවා හුත්තෝ බල්ලා වගේද එහෙ සත්තු කීයක්ද රැඩිකල් පොන්නයෙක් වෙන්න එපා හා!!බල්ලාත් ඔසී උනා නන් pray කරයී,0.8354
මගෙ රෝසා පොල්ල ගෙනෙන් බල්ලා මරන්න බලාගෙනයි කෙල්ලෙ බල්ලා පනී හපන්න හවු හවු  මලා තමයි එහෙම උනොත් වෙන්නෙ දුවන්න,මගෙ රෝසා පොල්ල ගෙනෙන් බල්ලා මරන්න බලාගෙනයි කෙල්ලෙ බල්ලා පනී හපන්න හවු හවු මලා තමයි එහෙම උනොත් වෙන්නෙ දුවන්න,0.835
අතුගාද්දි අම්මගේ මල්පැලේක කොස්ස වැදුනාpot එකේ තිබ්බ charcoal කෑලි විසික් උනා අත්තකුත් එක්ක මම ෂේප් එකේ ඒ ටික අහුලලා ආයේ දාලා අරඅත්තත් ඉඩතිබ්බ තැනක ගැහුවා. මමඇහුවා මොකද්ද අම්මා අර කැත පැළේ ඒක හැදිලත් නෑනේද කියල අම්මා කියනව නෑ ඒක ලස්සන ඕකිඩ් එකක් අලුත් දල්ලකුත් ඇවිත් තියෙන්නෙලු,අතුගාද්දි අම්මගේ මල්පැලේක කොස්ස වැදුනාpot එකේ තිබ්බ charcoal කෑලි විසික් උනා අත්තකුත් එක්ක මම ෂේප් එකේ ඒ ටික අහුලලා ආයේ දාලා අරඅත්තත් ඉඩතිබ්බ තැනක ගැහුවා. මමඇහුවා මොකද්ද අම්මා අර කැත පැළේ ඒක හැදිලත් නෑනේද කියල අම්මා කියනව නෑ ඒක ලස්සන ඕකිඩ් එකක් අලුත් දල්ලකුත් ඇවිත් තියෙන්නෙලු,0.835
@USER මූ මේ කියන දේ හොඳටම තේරිලත් නිල් කොල බෙට්ටෙම ඉන්න කාලකන්නි ඒක ඇත්ත කියලා පිලිගන්නේ නෑ. උන්ට කියන්න තියෙන්නෙ එකයි.. තොපේ දරුවොත් පෝලිමේ තියලා කියපියව් අපිත් කොල නිල් පුකවල් හොඳට දිව දාලා ලෙව කෑවා. උඹලත් ඒ හාමුලගේ පුක ලෙවකාපන්. උන්ගේ ගූත් හරි රසයි.. අපිට කන්න බොන්න නැතත්.. කියලා.,මූ මේ කියන දේ හොඳටම තේරිලත් නිල් කොල බෙට්ටෙම ඉන්න කාලකන්නි ඒක ඇත්ත කියලා පිලිගන්නේ නෑ. උන්ට කියන්න තියෙන්නෙ එකයි.. තොපේ දරුවොත් පෝලිමේ තියලා කියපියව් අපිත් කොල නිල් පුකවල් හොඳට දිව දාලා ලෙව කෑවා. උඹලත් ඒ හාමුලගේ පුක ලෙවකාපන්. උන්ගේ ගූත් හරි රසයි.. අපිට කන්න බොන්න නැතත්.. කියලා.,0.835
"කියපන් මට ""එකම එකෙක්,""  වැඩිය එපා... එකම එකෙක්, උඹ අල්ලලා,  ඇතුලට දැම්ම,  ..""රණවිරුවකු""  හැර වෙනකෙකු කියපන් මට,   ..""එකම එකෙක්""..!!","කියපන් මට ""එකම එකෙක්,"" වැඩිය එපා... එකම එකෙක්, උඹ අල්ලලා, ඇතුලට දැම්ම, ..""රණවිරුවකු"" හැර වෙනකෙකු කියපන් මට, ..""එකම එකෙක්""..!!",0.835
"කෙල්ලෙක් කන්නාඩියක් දස්සරහ පුක පෙන්නගෙන ෆොටෝ ඒකක් දාලා. ඉතිං මං ඒකට ""මරු පුක නංගා. ඔයා ඔහොම නෙවෙයි අදුම්... URL","කෙල්ලෙක් කන්නාඩියක් දස්සරහ පුක පෙන්නගෙන ෆොටෝ ඒකක් දාලා. ඉතිං මං ඒකට ""මරු පුක නංගා. ඔයා ඔහොම නෙවෙයි අදුම්... උර්ල්",0.835
අතට ආපු දේ කටට දා ගන්න පින නැනේ බංගලිකාරයන්ට,අතට ආපු දේ කටට දා ගන්න පින නැනේ බංගලිකාරයන්ට,0.835
මේ මෝඩ පුතාණෝ  කවදා හැදෙයි ද ? සමාවෙන්න අමතක උනා මේකගේ හැදෙන වයස පහුවෙලා..දැන් ''අං'' වැටෙන වයසයි  GENERIC NAME - Hydroxychloroquine BRAND NAME - Plaquenil  ප්ලැකනිල් යනු හයිඩ්‍රෝක්සික්ලොරෝකුවීන්ම යි හයිඩ්‍රෝක්සික්ලොරෝකුවීන් -  ඖෂධ නාමයයි ප්ලැකනිල් - නිෂ්පාදන සමාගම් වෙළද නාමයයි DailyMirror @USER  · 22 Mar 2020 Opposition Leader Sajith Premadasa advises the government on what medication needs to be prescribed to cure Covid-19. @USER   #CoronaVirus #Covid19 #CoronaOutbreak #CoronaCrisis #SriLanka,මේ මෝඩ පුතාණෝ කවදා හැදෙයි ද ? සමාවෙන්න අමතක උනා මේකගේ හැදෙන වයස පහුවෙලා..දැන් ''අං'' වැටෙන වයසයි GENERIC NAME - හ්ය්ද්රොෂ්ය්ච්ලොරොකුඉනෙ BRAND NAME - ප්ලකුඑනිල් ප්ලැකනිල් යනු හයිඩ්‍රෝක්සික්ලොරෝකුවීන්ම යි හයිඩ්‍රෝක්සික්ලොරෝකුවීන් - ඖෂධ නාමයයි ප්ලැකනිල් - නිෂ්පාදන සමාගම් වෙළද නාමයයි දෛල්ය්මිර්රෝර් · 22 Mar 2020 Opposition Leader සජිත් ප්‍රේමදාස අද්විසෙස් the government ඕන what medication needs ටො බේ ප්රෙස්ච්රිබෙඩ් ටො cure Covid-19. චොරෝනවිරුස් #Covid19 කොරොනොඋත්බ්රෙඅක් චොරෝනච්රිසිස් ශ්‍රීලංකා,0.835
අපි පෙන්නපු පාරේ අපිට පුක උස්සන් බයිසිකල් පදින සමහරුන්ට අමතකයි රෝද වලට හුලන් ගැහුවේ අපි කියලා...  කමක් නෑ පැදපන් හතිවැටෙනකම් . අයෙ හුලන් ගහන්න නම් එන්න එපා. වින්කලේ වහලා. — feeling excited,අපි පෙන්නපු පාරේ අපිට පුක උස්සන් බයිසිකල් පදින සමහරුන්ට අමතකයි රෝද වලට හුලන් ගැහුවේ අපි කියලා... කමක් නෑ පැදපන් හතිවැටෙනකම් . අයෙ හුලන් ගහන්න නම් එන්න එපා. වින්කලේ වහලා. — feeling excited,0.835
