comment,label,cleaned_text
එක්කො මෙකිට සුද්දෙක් පුකේ ඇරල. නැත්තං මේකි ඩිල්ඩො එකක් දාල සුද්දෙක්ට ඇරල.... යකෝ මෙච්චර වෙලා අපූරුවට සිංහල කතා කරනේ මාත් එක්ක,harassment,එක්කො මෙකිට සුද්දෙක් පුකේ ඇරල. නැත්තං මේකි ඩිල්ඩො එකක් දාල සුද්දෙක්ට ඇරල.... යකෝ මෙච්චර වෙලා අපූරුවට සිංහල කතා කරනේ මාත් එක්ක
"එකා එකා Avakin Life එකට බඩ ගානව පිඹුරො වගේ. පට්ට අහ්, ලංකාවේ community එකක් හැදෙනව කියන්නෙ.   #AvakinsSl #avakinlife",harassment,"එකා එකා අවකින් Life එකට බඩ ගානව පිඹුරො වගේ. පට්ට අහ්, ලංකාවේ community එකක් හැදෙනව කියන්නෙ. අවකින්ස්ස්ල් අවකින්ලිෆේ"
@USER එකා එකාට පුක දෙන්න යනවට වඩා තමන්ගේම කියලා දේකට නිකන් තියෙන පුක දිලා කරගන්නවා ඉතින්,harassment,එකා එකාට පුක දෙන්න යනවට වඩා තමන්ගේම කියලා දේකට නිකන් තියෙන පුක දිලා කරගන්නවා ඉතින්
@USER එකාද ගොන් බදින ගහක්..,harassment,එකාද ගොන් බදින ගහක්..
@USER  @USER එකි හරි ඒක හරි කතෝලික/ක්‍රිස්තියානි උන පලියට එහෙම දාන්ඩ බෑනෙ. දැන් එයි පැත්තෙන් දෙන වෙසිගෙ පුතාල රෙද්ද උස්සගෙන. එක පකෙක්වත් මට අදාලත් නෑ.,harassment,එකි හරි ඒක හරි කතෝලික/ක්‍රිස්තියානි උන පලියට එහෙම දාන්ඩ බෑනෙ. දැන් එයි පැත්තෙන් දෙන වෙසිගෙ පුතාල රෙද්ද උස්සගෙන. එක පකෙක්වත් මට අදාලත් නෑ.
එකියක් ඉන්නවා මං තමයි මේකෙ බඩුව කියල කියාගන්න උඩපනින,harassment,එකියක් ඉන්නවා මං තමයි මේකෙ බඩුව කියල කියාගන්න උඩපනින
එකෙක් ඉන්නවා ඌ අනුන්ගේ ඒව හොය හොය ගිහින් ඒවා ඌට කියපුවා වගේ නලියනවා.. කඩි ගුලේ පුක තිව්වා වගේ එහෙට දුවනවා මෙහෙට දුවනවා.. මේවා සෝශල් මීඩියා ඒයි...   #වැදුනද #වද්දගෙනනටහන් #මයේමොකො,harassment,එකෙක් ඉන්නවා ඌ අනුන්ගේ ඒව හොය හොය ගිහින් ඒවා ඌට කියපුවා වගේ නලියනවා.. කඩි ගුලේ පුක තිව්වා වගේ එහෙට දුවනවා මෙහෙට දුවනවා.. මේවා සෝශල් මීඩියා ඒයි... #වැදුනද #වද්දගෙනනටහන් #මයේමොකො
@USER @USER  එකෙක් ඉස්සරහ හිටං ඉන්නවනෙ ඕයි..හෙනහුරා වගේ..ඌට පොල්ලකුත් දීල තියෙනව පොලු තුනට එන ඒවට තඩි බාන්න,harassment,එකෙක් ඉස්සරහ හිටං ඉන්නවනෙ ඕයි..හෙනහුරා වගේ..ඌට පොල්ලකුත් දීල තියෙනව පොලු තුනට එන ඒවට තඩි බාන්න
එකෙක්ට වටවෙලා ඔක්කොම ගහන එකට අපි කියන්නෙ වීරකම නෙවෙයි......පොන්න කම කියලා.....  බායි,harassment,එකෙක්ට වටවෙලා ඔක්කොම ගහන එකට අපි කියන්නෙ වීරකම නෙවෙයි......පොන්න කම කියලා..... බායි
@USER  එකේ ට්වීට් දාන්නේ බඩේ අමාරැ කාරයෙක් ද කොහෙද.බාගෙට දානවා දුවනවා.අපි මෙතන පුක ඉරාගෙන දඟලන්න ඕනේ,harassment,එකේ ට්වීට් දාන්නේ බඩේ අමාරැ කාරයෙක් ද කොහෙද.බාගෙට දානවා දුවනවා.අපි මෙතන පුක ඉරාගෙන දඟලන්න ඕනේ
@USER එච්චර ඔන්නැ කටට සියියයි. පුකට දෙසියයි කියලා බෝඩ් එකක් එල්ලන් ඉන්නවා .,harassment,එච්චර ඔන්නැ කටට සියියයි. පුකට දෙසියයි කියලා බෝඩ් එකක් එල්ලන් ඉන්නවා .
@USER  @USER එඩිරස් එක දාපන් සනුහරයක්ම ගෙදරට එවන් උඹ මොනවද පකෝ මම ගැන දන්නේ කටවහන් හිටපන් නැත්නම් ඇට දෙකත් එක්ක කටේ ඔබන්නේ පයිය,harassment,එඩිරස් එක දාපන් සනුහරයක්ම ගෙදරට එවන් උඹ මොනවද පකෝ මම ගැන දන්නේ කටවහන් හිටපන් නැත්නම් ඇට දෙකත් එක්ක කටේ ඔබන්නේ පයිය
@USER එතකොට 89 march උබලා මරපු මාගෙ අයියට වග කියන්නේ තෝගේ අම්ම ද?,harassment,එතකොට 89 march උබලා මරපු මාගෙ අයියට වග කියන්නේ තෝගේ අම්ම ද?
@USER එතකොට තෝව බ්ලොක් කරල තියන එවුන් පොන්නයෝ.. මෝඩ චූන් දෙන් නැතුව පලයන් යකෝ යන්න.,harassment,එතකොට තෝව බ්ලොක් කරල තියන එවුන් පොන්නයෝ.. මෝඩ චූන් දෙන් නැතුව පලයන් යකෝ යන්න.
එතකොට රෑට අරූට පුක පෙන්න පෙන්න තමෛ ඉන්න වෙන්නෙ   #dulajweddedsenuvi,harassment,එතකොට රෑට අරූට පුක පෙන්න පෙන්න තමෛ ඉන්න වෙන්නෙ දුලජ්වෙද්දෙද්සේනුවී
එදා චුල්ල පදුම රජතුමාගෙ බිසවට පිපාසෙ උන කාන්තාරෙ යන කොට රජා උරේ පලල ලේ දුන්නනෙ වැද්දට නමුත් අම්ම එහෙම කරයිද තම පුතාට #UpsetSongs #sajje,harassment,එදා චුල්ල පදුම රජතුමාගෙ බිසවට පිපාසෙ උන කාන්තාරෙ යන කොට රජා උරේ පලල ලේ දුන්නනෙ වැද්දට නමුත් අම්ම එහෙම කරයිද තම පුතාට උප්සේට්සොන්ග්ස් සාජ්ජේ
@USER එන්න එන්නම බඩුව වෙලා,harassment,එන්න එන්නම බඩුව වෙලා
එන්න බබා... ඔයාගේ කිම්බට හුකන්නම් හොඳට... පයිය උඩට කෙල දාලා ගන්න..,harassment,එන්න බබා... ඔයාගේ කිම්බට හුකන්නම් හොඳට... පයිය උඩට කෙල දාලා ගන්න..
@USER එන්න ෆ්‍රෙන් පුක හෝදගන්න,harassment,එන්න ෆ්‍රෙන් පුක හෝදගන්න
@USER එපා .. බඩේ අමාරු හැදුනොත් ඒම ..,harassment,එපා .. බඩේ අමාරු හැදුනොත් ඒම ..
"එපා එපා ලෙවකන්නට තම්ම්බි  පුක, ,,,යපලුවො ජයටම තම්ම්බින්ගෙ දෙකම මිරිකනවලු  නෙද බොලව්????",harassment,"එපා එපා ලෙවකන්නට තම්ම්බි පුක, ,,,යපලුවො ජයටම තම්ම්බින්ගෙ දෙකම මිරිකනවලු නෙද බොලව්????"
එයා අපේ අම්ම වගේ #LankanReasonsToLikeSomeone,harassment,එයා අපේ අම්ම වගේ ලංකංරෙඅසොන්ස්තොලිකෙසොමෙඔනෙ
@USER  @USER එයා උඹට වඩා වැඩිමල්. දැන් කටවහම් පලයන්,harassment,එයා උඹට වඩා වැඩිමල්. දැන් කටවහම් පලයන්
එයා දැන් ලොකු ළමයෙක් පෙනුමෙන් ලොකු ළමයෙක් කරඳඩු උස දරුවෙක් එයා බැන්දා තඩි පඹයෙක් ලොකු ළමයෙක්....,harassment,එයා දැන් ලොකු ළමයෙක් පෙනුමෙන් ලොකු ළමයෙක් කරඳඩු උස දරුවෙක් එයා බැන්දා තඩි පඹයෙක් ලොකු ළමයෙක්....
@USER එයා දැන් ලෝකෙම ලොකු තරුවක්. මෙහෙ හිටියනන් මෙලහටත් ගොන් බඩුවක්,harassment,එයා දැන් ලෝකෙම ලොකු තරුවක්. මෙහෙ හිටියනන් මෙලහටත් ගොන් බඩුවක්
@USER  එයා හරි සෙස්සී ගෙදරට නාකි වෙච්වී Love එක කෙල වෙච්චී ආඩම්බර නැති ඩේසී #keepthechaingoing,harassment,එයා හරි සෙස්සී ගෙදරට නාකි වෙච්වී Love එක කෙල වෙච්චී ආඩම්බර නැති ඩේසී කෙඑප්ථෙචෛඞොඉඞ්
එයි මේ සද්දයක් අහුනාද? නෑ බන්  හා අහෙනම් තව ටිකකින් ගඳක් එයි පලයන් හු%#$@,harassment,එයි මේ සද්දයක් අහුනාද? නෑ බන් හා අහෙනම් තව ටිකකින් ගඳක් එයි පලයන් හු%#$@
@USER  එල එල ඉකමනට බැඳලා ළමයි 10ක් විතර හදාල හොඳ අම්ම කෙනෙක් වෙන්ටකෝ,harassment,එල එල ඉකමනට බැඳලා ළමයි 10ක් විතර හදාල හොඳ අම්ම කෙනෙක් වෙන්ටකෝ
"එවිටම ඒකනායක මහතා ලමයාට මෙසේ කිවේය,  ""අඩේ පරයා තොපේ මහ එකා සිදාදියෙන් පිටි බෝල 3ක් ඇන්න එනවා. තොපේ පොඩි එකී ඔක්කොම කොටාබානවා, දැන් තොට කීයක් ඉතුරුද?""   ඒ ඇසු ලමයා ""පොඩි එකී 3ම කොටා බෑවා නම් මට පුකද ඉතුරු වෙන්නේ "" කිව්වලු.",harassment,"එවිටම ඒකනායක මහතා ලමයාට මෙසේ කිවේය, ""අඩේ පරයා තොපේ මහ එකා සිදාදියෙන් පිටි බෝල 3ක් ඇන්න එනවා. තොපේ පොඩි එකී ඔක්කොම කොටාබානවා, දැන් තොට කීයක් ඉතුරුද?"" ඒ ඇසු ලමයා ""පොඩි එකී 3ම කොටා බෑවා නම් මට පුකද ඉතුරු වෙන්නේ "" කිව්වලු."
"@USER @USER  එහෙනං මෝඩි තමයි නියම බඩුව මේ වැඩේට. පත්තු කරල තියල, හොරා වගේ ඉඳියි ;-)  @USER",harassment,"එහෙනං මෝඩි තමයි නියම බඩුව මේ වැඩේට. පත්තු කරල තියල, හොරා වගේ ඉඳියි ;-)"
එහෙනන් පුක ඕන නෑ. කටට ගනින් එහෙනම්. දැන් කියපන් කට කරන එකා කියල. කකුල් දෙක ගාව බිම බලපන්. නුවර ගොබ්බ කම බේරෙනව ඔන්න.,harassment,එහෙනන් පුක ඕන නෑ. කටට ගනින් එහෙනම්. දැන් කියපන් කට කරන එකා කියල. කකුල් දෙක ගාව බිම බලපන්. නුවර ගොබ්බ කම බේරෙනව ඔන්න.
@USER එහෙනම් ආයේ ලෙසියෙන් හැදෙන්නෙ නෑ. හැදුනොත් සෑහෙන්න අමාරු වෙයි,harassment,එහෙනම් ආයේ ලෙසියෙන් හැදෙන්නෙ නෑ. හැදුනොත් සෑහෙන්න අමාරු වෙයි
"@USER එහෙනම් පන ඉද්දී, තව පන වල් හොයනවා කියලා twitter දාන්නේ ගුලි කාලාද",harassment,"එහෙනම් පන ඉද්දී, තව පන වල් හොයනවා කියලා twitter දාන්නේ ගුලි කාලාද"
@USER එහෙනම් පොල් මුඩ්ඩක් අරං පුක  පොඩ්ඩක්ක් හෝද ගනින්..,harassment,එහෙනම් පොල් මුඩ්ඩක් අරං පුක පොඩ්ඩක්ක් හෝද ගනින්..
@USER  @USER එහෙනම් හරි ඕකි තමා මේකෙ ඉන්න ගෑනු බාගෙට බාගයක්ම ඒකිගෙ ඔලුවෙ තියෙන වේස කුණු පුරවලා විනාස කලේ විසබීජයක් ඒකි නම්,harassment,එහෙනම් හරි ඕකි තමා මේකෙ ඉන්න ගෑනු බාගෙට බාගයක්ම ඒකිගෙ ඔලුවෙ තියෙන වේස කුණු පුරවලා විනාස කලේ විසබීජයක් ඒකි නම්
@USER  @USER එහෙම උනා කියල සුදු ගෑවම හරිද? ඕවා ඔය විදියට පාට කරල තිබ්බෙ පුක කහනවට නෙවෙයි.  ඇඳපු උන්ටත් ඉන්න නැති කරනව මේ වගේ ගොන් වැඩ කරලා,harassment,එහෙම උනා කියල සුදු ගෑවම හරිද? ඕවා ඔය විදියට පාට කරල තිබ්බෙ පුක කහනවට නෙවෙයි. ඇඳපු උන්ටත් ඉන්න නැති කරනව මේ වගේ ගොන් වැඩ කරලා
@USER එහෙම උනොත් අපෙ ගෑණි කනවා මට තියන් නැතුව,harassment,එහෙම උනොත් අපෙ ගෑණි කනවා මට තියන් නැතුව
@USER @USER  එහෙම කරන්න එපා උඹ හදලා ගනිං! හදලා උඹම බැඳහන්.  @USER,harassment,එහෙම කරන්න එපා උඹ හදලා ගනිං! හදලා උඹම බැඳහන්.
"@USER එහෙම කියන උබලා, වැල්ලෙ රීලා අමාරුවෙන් රැල්ලෙන් ඉස්සි ඉස්සි පුප හෝදගනිපු එක්කාගේ අම්ම මුත්ත මතක් කරනවා. දැක්කම.",harassment,"එහෙම කියන උබලා, වැල්ලෙ රීලා අමාරුවෙන් රැල්ලෙන් ඉස්සි ඉස්සි පුප හෝදගනිපු එක්කාගේ අම්ම මුත්ත මතක් කරනවා. දැක්කම."
@USER එහෙම තමයි අවජාතක පෝතකයින්,harassment,එහෙම තමයි අවජාතක පෝතකයින්
@USER එහෙම බෑ..නැත්තම් ඕකුන් හැදෙන් නෑ  තෝ පල වැඩට උදේම මේකේ රිංගන් ඉන්නේ බතල හපුට්ට,harassment,එහෙම බෑ..නැත්තම් ඕකුන් හැදෙන් නෑ තෝ පල වැඩට උදේම මේකේ රිංගන් ඉන්නේ බතල හපුට්ට
එහෙම වෙන්නෙ මට විතරද? එහෙම පේන්නෙ මට විතරද?  එහෙම හිතෙන්නෙ මට විතරද?   කියලා අහන උන්ට කියන්නම හිතෙනවා ඔව් ඔව් තොට විතරයි කියලා,harassment,එහෙම වෙන්නෙ මට විතරද? එහෙම පේන්නෙ මට විතරද? එහෙම හිතෙන්නෙ මට විතරද? කියලා අහන උන්ට කියන්නම හිතෙනවා ඔව් ඔව් තොට විතරයි කියලා
@USER එහෙම හුකන්න බෑනේ මේකේ. ලඟින් ගියොත් අපි දාගන්නවා. අපි එහෙමයි. තෝ පුක නොදී පලයං,harassment,එහෙම හුකන්න බෑනේ මේකේ. ලඟින් ගියොත් අපි දාගන්නවා. අපි එහෙමයි. තෝ පුක නොදී පලයං
@USER එහෙමද? ගොඩක් අයට පලවෙනි එක අමාරු උනේම නෑ සමහරුන්ට දෙවෙනි එක අමාරු උනා.,harassment,එහෙමද? ගොඩක් අයට පලවෙනි එක අමාරු උනේම නෑ සමහරුන්ට දෙවෙනි එක අමාරු උනා.
@USER එහෙම් බෑ. අමාරු උනත් කටට දාගත්ත ගමන්. ම්ම්ම්.... රසයි චෙෆ්.. මාරම රහයි.  කියලා ඇඩ් එක දාන අක්කි බබෙකුත් ඉන්න ඕනෙ,harassment,එහෙම් බෑ. අමාරු උනත් කටට දාගත්ත ගමන්. ම්ම්ම්.... රසයි චෙෆ්.. මාරම රහයි. කියලා ඇඩ් එක දාන අක්කි බබෙකුත් ඉන්න ඕනෙ
@USER එ් රජාගෙ කූරු පයිය වීර ගහක එල්ලලා පොල් කෙක්කෙන් දා අදින්න මේ රජීදා අණ කලා,harassment,එ් රජාගෙ කූරු පයිය වීර ගහක එල්ලලා පොල් කෙක්කෙන් දා අදින්න මේ රජීදා අණ කලා
@USER  @USER    එ්වා හදේ පුතෝ අපි ඉන්නකම්... තෝ බාලාපචාර කාරයෙක් කියලා පොලීසියට මාට්ටු කරනවා දැන ගනින් හොදේ...  @USER  @USER  මේ බලපන්..,harassment,එ්වා හදේ පුතෝ අපි ඉන්නකම්... තෝ බාලාපචාර කාරයෙක් කියලා පොලීසියට මාට්ටු කරනවා දැන ගනින් හොදේ... මේ බලපන්..
ඒ  @USER  @USER  අර චූටි කියලා ගෑනියෙක්ට අපි මොනවද කිවුවා කියලා නේ මේ නාමමාත්‍රික කී බෝඩ් ගණිකාව හැමිනෙන්න හැදුවෙ පොලොවෙ පස් කකා ඇයි බන් දැන් මේ වේසි වේසි කියන්නෙ ගැනුන්ට පෞ ඌ Dm කරාම රිප්ලයි කරලා ටෝක් වෙන ගෑනු විතරක් වෙන්න ඇති හරි..මුන්ට වඩා බෝගහ යට බඩු හොදයි  нαмєѕн @USER  · 27 Jul 2018 ගෙදර බුදුන් අම්මා  බිව්වට කමක් නැතිලු .. අනේ ඔය පට්ට වේසියෝ ගැන කතා කරලා නිකන් පව් පුරෝ ගන්න වැඩක් නෑ බන් . මේකේ හොද මිනිස්සු ටිකකුත් ඉන්නවා වුන් එක්ක ඉදපන්  අම්මා තියා තාත්තවත් බොන එක අනුමත කරන්නෙ නෑ මම නම්,harassment,ඒ අර චූටි කියලා ගෑනියෙක්ට අපි මොනවද කිවුවා කියලා නේ මේ නාමමාත්‍රික කී බෝඩ් ගණිකාව හැමිනෙන්න හැදුවෙ පොලොවෙ පස් කකා ඇයි බන් දැන් මේ වේසි වේසි කියන්නෙ ගැනුන්ට පෞ ඌ දම් කරාම රිප්ලයි කරලා ටෝක් වෙන ගෑනු විතරක් වෙන්න ඇති හරි..මුන්ට වඩා බෝගහ යට බඩු හොදයි нαмєѕн · 27 ජුල 2018 ගෙදර බුදුන් අම්මා බිව්වට කමක් නැතිලු .. අනේ ඔය පට්ට වේසියෝ ගැන කතා කරලා නිකන් පව් පුරෝ ගන්න වැඩක් නෑ බන් . මේකේ හොද මිනිස්සු ටිකකුත් ඉන්නවා වුන් එක්ක ඉදපන් අම්මා තියා තාත්තවත් බොන එක අනුමත කරන්නෙ නෑ මම නම්
@USER ඒ ඇඟට ඒ පුක නිකං හරියට ජම්බු ගහේ පොල් හැදුන වගේ නැද්ද ?,harassment,ඒ ඇඟට ඒ පුක නිකං හරියට ජම්බු ගහේ පොල් හැදුන වගේ නැද්ද ?
ඒ ඇයි බං හෙන ලොකු එකෝ ගැරඩියට භූමිතෙල් ගැහුව වගේද.   තොපි වගේ එක පැත්තකට විතරක් කඩේ යන අන්තවාදී වහල්ලු ඉන්නකල් රටට කොහොමත් හොදක් නෑ.  මම සීනි ගේන්නම්. තෝ ජනලේන් පුක දිදී හිටපං.,harassment,ඒ ඇයි බං හෙන ලොකු එකෝ ගැරඩියට භූමිතෙල් ගැහුව වගේද. තොපි වගේ එක පැත්තකට විතරක් කඩේ යන අන්තවාදී වහල්ලු ඉන්නකල් රටට කොහොමත් හොදක් නෑ. මම සීනි ගේන්නම්. තෝ ජනලේන් පුක දිදී හිටපං.
"ඒ ඇරෙන්න ආමන්ත්‍රණය කරන්නෙත් ""ගේ"" කියාය. තො""ගේ"", අරූ""ගේ"", මූ""ගේ"", තමුසෙ""ගේ"", ඌ""ගේ"", උ""ගේ"" ආච්චි""ගේ"", අම්ම""ගේ"" ඒ විදියට බැලුවාම ඔක්කෝම වාගේ ""ගේ""ය.  දැන් ඉතින් දුකක් නැත්තේය. මොකෝ ජාතියම ""ගේ""ය",harassment,"ඒ ඇරෙන්න ආමන්ත්‍රණය කරන්නෙත් ""ගේ"" කියාය. තො""ගේ"", අරූ""ගේ"", මූ""ගේ"", තමුසෙ""ගේ"", ඌ""ගේ"", උ""ගේ"" ආච්චි""ගේ"", අම්ම""ගේ"" ඒ විදියට බැලුවාම ඔක්කෝම වාගේ ""ගේ""ය. දැන් ඉතින් දුකක් නැත්තේය. මොකෝ ජාතියම ""ගේ""ය"
ඒ උගෙ පුක තියෙන්නේ ඔලුවෙ නිසා  රත්තා @USER  · 12 Apr 2017 කිඩ්ස් රෙන්නෙත් පුකෙන් මෙන්ස් රෙන්නෙත් පුකෙන් ලෙජන්ඩ්ස් රෙන්නෙත් පුකෙන්  හැබැයි ඉස්සා රෙන්නේ ඔලුවෙන්!!!,harassment,ඒ උගෙ පුක තියෙන්නේ ඔලුවෙ නිසා රත්තා · 12 අප‍ 2017 කිඩ්ස් රෙන්නෙත් පුකෙන් මෙන්ස් රෙන්නෙත් පුකෙන් ලෙජන්ඩ්ස් රෙන්නෙත් පුකෙන් හැබැයි ඉස්සා රෙන්නේ ඔලුවෙන්!!!
@USER  @USER ඒ උනාට Voice chat නේ ඕයි  අපෙ අම්මත් ඇහුවා තෝ මල් කඩනවද කියල,harassment,ඒ උනාට Voice chat නේ ඕයි අපෙ අම්මත් ඇහුවා තෝ මල් කඩනවද කියල
@USER ඒ උනාට අකුණ එවන්නෙ මංනෙ. බොගෙ පුක පැලුනොත් මගෙ පුක දෙන්නද කියන්නෙ.,harassment,ඒ උනාට අකුණ එවන්නෙ මංනෙ. බොගෙ පුක පැලුනොත් මගෙ පුක දෙන්නද කියන්නෙ.
ඒ උනාට බඩේ අමාරු නොහැදෙන විදියට හදාගන්න බෑලු උට් තාම   @USER  @USER,harassment,ඒ උනාට බඩේ අමාරු නොහැදෙන විදියට හදාගන්න බෑලු උට් තාම
@USER  @USER ඒ උබේ පයිය තියෙනවද බං. චූටී නේහ් තියෙන එකත්. ඔව් එතකොට ඔය වගේ මාර ඖල් වෙන්නෙ බං. ඒකනෙ ඔය වේදනාවෙන් කෑ ගහනෙ උබ.,harassment,ඒ උබේ පයිය තියෙනවද බං. චූටී නේහ් තියෙන එකත්. ඔව් එතකොට ඔය වගේ මාර ඖල් වෙන්නෙ බං. ඒකනෙ ඔය වේදනාවෙන් කෑ ගහනෙ උබ.
@USER ඒ උඹ වටේ හිටපු කෙල්ලන්ට ඇස් ගහලා තමා eyes aren't good වෙලා තියෙන්නේ   @USER,harassment,ඒ උඹ වටේ හිටපු කෙල්ලන්ට ඇස් ගහලා තමා එයෙස් aren't good වෙලා තියෙන්නේ
@USER  @USER ඒ ගැන නම් මොකට කියනවද වැල්ලෙ රීලා කරිජ්ජෙන් පුක හෝදලා ආව මිනිස්සුනෙ,harassment,ඒ ගැන නම් මොකට කියනවද වැල්ලෙ රීලා කරිජ්ජෙන් පුක හෝදලා ආව මිනිස්සුනෙ
@USER ඒ තෝ වලා නිසා නොවැ. හිටුකො මම් තොගේ අඹුවට කේලම කියලා තෝව කෝටුමස් කොරවන්ඩ.,harassment,ඒ තෝ වලා නිසා නොවැ. හිටුකො මම් තොගේ අඹුවට කේලම කියලා තෝව කෝටුමස් කොරවන්ඩ.
@USER  @USER ඒ දීගේ හරියන්නෑ උඹට සිහිය නැතිවෙනවනේ.ඒකි අනි උනුත් මත්කරනවා උඹට කරාවගේ,harassment,ඒ දීගේ හරියන්නෑ උඹට සිහිය නැතිවෙනවනේ.ඒකි අනි උනුත් මත්කරනවා උඹට කරාවගේ
ඒ දුෂිතයින්ගේ කොටස්කාරයන් ද? උබලත් උබලගේ ගෑනිගේ නිරුවත් photo ගහන උන්ද නැත්තං බස් එකේ කොච්ච්යේ ගෑණියෙක්ගේ ඇගට හේත්තු වෙන උන්ද.  යකෝ නැත්තං නොදරුවන්ට මෙහෙම වෙන්නෙ කොහොමද.  මේ මොන පොලව නූහූරන අපරාධද?  තවත් මේවා ඉවසූමූද? නැත්තං කරන උන් පාරට ගෙනත් දඩූවම් දෙමූද?,harassment,ඒ දුෂිතයින්ගේ කොටස්කාරයන් ද? උබලත් උබලගේ ගෑනිගේ නිරුවත් photo ගහන උන්ද නැත්තං බස් එකේ කොච්ච්යේ ගෑණියෙක්ගේ ඇගට හේත්තු වෙන උන්ද. යකෝ නැත්තං නොදරුවන්ට මෙහෙම වෙන්නෙ කොහොමද. මේ මොන පොලව නූහූරන අපරාධද? තවත් මේවා ඉවසූමූද? නැත්තං කරන උන් පාරට ගෙනත් දඩූවම් දෙමූද?
@USER ඒ නංඟිට අනුව පුලාන් මල්ලිහ්.. ඒකට කියන්නෙ නලල් පයිය,harassment,ඒ නංඟිට අනුව පුලාන් මල්ලිහ්.. ඒකට කියන්නෙ නලල් පයිය
@USER ඒ පැත්තේ පෝලිමේ ඔයා ඉන්නවනේ පුක දික් කරන් ඇරලා යනකන් නෙද,harassment,ඒ පැත්තේ පෝලිමේ ඔයා ඉන්නවනේ පුක දික් කරන් ඇරලා යනකන් නෙද
@USER  @USER    ඒ මේ හරි වේදනයි නේද බං වටේටම පුක දිලා බෝකුව වගේ උනාම රෙන්ඩ ඉදගන්න කලින් බෙට්ට වැටෙනකොට. හරි හරි කමක් නෑ තව මොනා හරි කියව කියව දුක කියල යමන්.,harassment,ඒ මේ හරි වේදනයි නේද බං වටේටම පුක දිලා බෝකුව වගේ උනාම රෙන්ඩ ඉදගන්න කලින් බෙට්ට වැටෙනකොට. හරි හරි කමක් නෑ තව මොනා හරි කියව කියව දුක කියල යමන්.
@USER ඒ වගේද DM අස්සෙ හැමිනිලා අපි හැමිනෙන්න ආවෙ නැතුව ම පුක කඩි කෑව වගේ TL එකේ සුජාත වෙන්න හදන වේස පොන්නයො,harassment,ඒ වගේද දම් අස්සෙ හැමිනිලා අපි හැමිනෙන්න ආවෙ නැතුව ම පුක කඩි කෑව වගේ තල් එකේ සුජාත වෙන්න හදන වේස පොන්නයො
@USER ඒ වුණාට ඒකිට මාර fansලා තොගයක් ඉන්නවනෙ   අරයගෙ මෙයාගෙ රෙදි ගැලෙව්වා කියන්නෙ. මම දැක්කෙ ඒකි තිබ්බ රෙදි ටිකත් ගලෝගත්තා.,harassment,ඒ වුණාට ඒකිට මාර fansලා තොගයක් ඉන්නවනෙ අරයගෙ මෙයාගෙ රෙදි ගැලෙව්වා කියන්නෙ. මම දැක්කෙ ඒකි තිබ්බ රෙදි ටිකත් ගලෝගත්තා.
ඒ සාටකය වගේ නෙමෙයි පුතේ මේ සාටකය..ඌ අළු නෑ බං කට්ටම කට්ට කළුයි..Laka Darmarathna උඹ අපිව මරන්නද බොල හදන්නේ.පපුව තාම ගැහෙනවා ඒ වෙඩි සද්දෙට.. #koombiyo #turningUpSideDown,harassment,ඒ සාටකය වගේ නෙමෙයි පුතේ මේ සාටකය..ඌ අළු නෑ බං කට්ටම කට්ට කළුයි..Laka දර්මරත්න උඹ අපිව මරන්නද බොල හදන්නේ.පපුව තාම ගැහෙනවා ඒ වෙඩි සද්දෙට.. කූම්බියෝ ටුර්නින්ගුප්සිදෙදොව්න්
ඒඑක බලන්නකෝ පුක දෙන්න ගිහින් අත කපන්නේ   ඕකා හදන රට,harassment,ඒඑක බලන්නකෝ පුක දෙන්න ගිහින් අත කපන්නේ ඕකා හදන රට
@USER ඒක ඉතින් හැකියාව තමයි මල්ලි. වේලිලානම් ඉතින් වෙන වස්සෙක් උඹ නැති වෙලාවට ලෙව කනවා පැලේ.,harassment,ඒක ඉතින් හැකියාව තමයි මල්ලි. වේලිලානම් ඉතින් වෙන වස්සෙක් උඹ නැති වෙලාවට ලෙව කනවා පැලේ.
@USER ඒක කියවද්දි මතක් වුනේ  අම්ම දුන්න කනකර බඩු අප්ප දුන්න සුදු අස්සය පේලි දෙක,harassment,ඒක කියවද්දි මතක් වුනේ අම්ම දුන්න කනකර බඩු අප්ප දුන්න සුදු අස්සය පේලි දෙක
"@USER ඒක තමයි සම්බන්ධයක් නවත්වන්න හදද්දි, ""මන් තෝව අතරින්නේ නෑ, තොට ලැජ්ජ කරනවා, තොව මරාගෙන මැරෙනවා"" කියලා බෙල්ලේ එල්ලිලා ඉන්න අයටත් හොඳ පාඩම්. මේකෙ නැතිවෙච්ච ගෑණු කෙනා නම් දැනන් ඉඳලා නෑලු මෙයා විවාහක පිරිමියෙක් කියලා",harassment,"ඒක තමයි සම්බන්ධයක් නවත්වන්න හදද්දි, ""මන් තෝව අතරින්නේ නෑ, තොට ලැජ්ජ කරනවා, තොව මරාගෙන මැරෙනවා"" කියලා බෙල්ලේ එල්ලිලා ඉන්න අයටත් හොඳ පාඩම්. මේකෙ නැතිවෙච්ච ගෑණු කෙනා නම් දැනන් ඉඳලා නෑලු මෙයා විවාහක පිරිමියෙක් කියලා"
